id,time,sum_flow,avg_speed,clusterID
R131_S2,2019-04-25 02:00:00,5.0,48.1818181818182,13
R131_SM82,2019-04-25 02:00:00,5.0,40.1818181818182,13
R131_SM83,2019-04-25 02:00:00,5.0,50.5454545454545,13
R133_S2,2019-04-25 02:00:00,5.0,16.4,14
R133_S4,2019-04-25 02:00:00,7.0,37.8571428571429,14
R134_S1,2019-04-25 02:00:00,2.0,16.8,14
R134_S2,2019-04-25 02:00:00,1.0,12.666666666666702,14
R135_S1,2019-04-25 02:00:00,1.0,21.5,15
R135_S2,2019-04-25 02:00:00,0.0,0.0,15
R141_S1,2019-04-25 02:00:00,0.0,0.0,10
R141_S2,2019-04-25 02:00:00,0.0,0.0,10
R142_S1,2019-04-25 02:00:00,2.0,11.6,16
R142_S2,2019-04-25 02:00:00,16.0,26.15625,16
R154_S1,2019-04-25 02:00:00,1.0,0.0,17
R001_SM1,2019-04-25 02:15:00,12.0,34.8333333333333,0
R001_SM2,2019-04-25 02:15:00,2.0,36.5,0
R001_SM3,2019-04-25 02:15:00,5.0,14.0909090909091,0
R002_S1,2019-04-25 02:15:00,2.0,1.0,1
R002_S2,2019-04-25 02:15:00,0.0,0.0,1
R002_S4,2019-04-25 02:15:00,0.0,0.0,1
R002_S5,2019-04-25 02:15:00,11.0,23.0,1
R003_SM7,2019-04-25 02:15:00,7.0,57.4,2
R003_SM8,2019-04-25 02:15:00,3.0,22.7142857142857,2
R003_SM9,2019-04-25 02:15:00,5.0,33.0,2
R028_S1,2019-04-25 02:15:00,1.0,0.0,3
R028_S2,2019-04-25 02:15:00,0.0,0.0,3
R028_S3,2019-04-25 02:15:00,3.0,26.3333333333333,3
R029_S1,2019-04-25 02:15:00,1.0,11.3333333333333,4
R029_S2,2019-04-25 02:15:00,1.0,43.5,4
R030_S2,2019-04-25 02:15:00,3.0,25.333333333333304,5
R031_S1,2019-04-25 02:15:00,1.0,25.5,5
R031_S2,2019-04-25 02:15:00,1.0,21.3333333333333,5
R032_S2,2019-04-25 02:15:00,1.0,6.0,6
R032_SM46,2019-04-25 02:15:00,0.0,21.0,6
R069_S1,2019-04-25 02:15:00,4.0,33.8888888888889,7
R069_S4,2019-04-25 02:15:00,18.0,28.0833333333333,7
R069_SM67,2019-04-25 02:15:00,6.0,30.8461538461538,7
R071_S2,2019-04-25 02:15:00,1.0,11.3333333333333,8
R074_S1,2019-04-25 02:15:00,0.0,0.0,-1
R074_S3,2019-04-25 02:15:00,1.0,15.5,-1
R077_S2,2019-04-25 02:15:00,2.0,32.0,10
R085_S1,2019-04-25 02:15:00,0.0,0.0,11
R085_S2,2019-04-25 02:15:00,1.0,6.0,11
R116_S1,2019-04-25 02:15:00,2.0,12.4,8
R116_S2,2019-04-25 02:15:00,2.0,35.75,8
R131_S1,2019-04-25 02:15:00,0.0,0.0,12
R131_S2,2019-04-25 02:15:00,7.0,40.7857142857143,13
R131_SM82,2019-04-25 02:15:00,7.0,41.1428571428571,13
R131_SM83,2019-04-25 02:15:00,6.0,48.0,13
R133_S2,2019-04-25 02:15:00,2.0,6.0,14
R133_S4,2019-04-25 02:15:00,4.0,28.75,14
